Week,Geo,Brand,SKU,Sales_Units,Sales_Value,MRP,Net_Price,Feature_Flag,Display_Flag,TPR_Flag,Trade_Spend,TV_Impressions,YouTube_Impressions,Facebook_Impressions,Instagram_Impressions,Print_Readership,Radio_Listenership,FB_Banner_Content_Score,IG_Banner_Content_Score,Weighted_Distribution,Numeric_Distribution,TDP,NOS,CPI,GDP_Growth,Festival_Index,Rainfall_Index
2022-07-04,METRO_DELHI,BrandA,BrandA_SKU1,57.95026397705078,5449.41162109375,94.03601,94.03601,False,False,False,15174.2880859375,372811.1875,331118.34375,119302.125,78153.875,54821.36328125,475374.875,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_DELHI,BrandA,BrandA_SKU2,54.227149963378906,5057.26123046875,93.26069,93.26069,False,False,False,15174.2880859375,428331.375,373647.4375,133918.28,88121.3125,61645.2890625,556468.0625,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_DELHI,BrandA,BrandA_SKU3,141.8777618408203,14151.45703125,99.74401,99.74401,False,False,False,15174.2880859375,394404.34375,327839.21875,114897.53,77057.59375,54586.71875,489054.40625,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_DELHI,BrandB,BrandB_SKU1,118.7597427368164,8669.033203125,72.9964,72.9964,False,False,False,15174.2880859375,459960.0625,369832.53125,141948.62,88161.3671875,61693.08203125,647217.5625,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_DELHI,BrandB,BrandB_SKU2,52.11967468261719,4120.1533203125,79.05179,79.05179,False,False,False,15174.2880859375,303495.5,254315.984375,100059.875,60869.18359375,40309.4609375,428317.5,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_DELHI,BrandB,BrandB_SKU3,213.0768585205078,16534.99609375,77.60109,77.60109,False,False,False,15174.2880859375,381526.6875,286750.6875,104278.24,67777.9609375,46457.2734375,494571.125,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_DELHI,BrandC,BrandC_SKU1,140.37649536132812,8427.6318359375,60.03592,60.03592,False,False,False,15174.2880859375,104925.21875,111818.90625,33484.418,25712.22265625,16216.6240234375,176998.875,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_DELHI,BrandC,BrandC_SKU2,155.4495086669922,10314.521484375,66.352875,66.352875,False,False,False,15174.2880859375,113127.671875,86009.7421875,32472.947,20449.2421875,15621.5693359375,166999.546875,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_DELHI,BrandC,BrandC_SKU3,104.01519012451172,6261.681640625,60.199684,60.199684,False,False,False,15174.2880859375,144350.171875,145457.859375,47516.715,33843.2421875,19813.60546875,194817.75,73.60888,80.45676,0.42299166,0.32295752,47.892765,3.6890156,122.833565,5.542876243591309,0.97082734,4.5484667
2022-07-04,METRO_MUMBAI,BrandA,BrandA_SKU1,76.4709243774414,7181.8857421875,93.91656,93.91656,False,False,False,16645.337890625,467958.84375,280504.9375,129600.48,69061.03125,65342.484375,558093.125,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,METRO_MUMBAI,BrandA,BrandA_SKU2,127.56504821777344,12111.4736328125,94.943504,94.943504,False,False,False,16645.337890625,473459.46875,289969.1875,143081.08,72301.9453125,82365.7734375,592686.75,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,METRO_MUMBAI,BrandA,BrandA_SKU3,80.20367431640625,7656.88671875,95.46803,95.46803,False,False,False,16645.337890625,366070.6875,236219.546875,108245.875,58068.49609375,59154.296875,515249.6875,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,METRO_MUMBAI,BrandB,BrandB_SKU1,209.9313201904297,16828.6328125,80.16257,80.16257,False,False,False,16645.337890625,256714.890625,127745.265625,67707.055,32319.7578125,39273.9609375,317265.1875,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,METRO_MUMBAI,BrandB,BrandB_SKU2,141.69815063476562,10884.140625,76.81216,76.81216,False,False,False,16645.337890625,481756.375,278372.28125,126120.06,68286.4609375,68549.4609375,513434.78125,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,METRO_MUMBAI,BrandB,BrandB_SKU3,148.02589416503906,11041.0068359375,74.58834,74.58834,False,False,False,16645.337890625,308201.78125,176712.25,84718.13,43814.265625,44346.00390625,394226.4375,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,METRO_MUMBAI,BrandC,BrandC_SKU1,92.91755676269531,5781.27099609375,62.21936,62.21936,False,False,False,16645.337890625,265121.09375,142609.21875,67978.125,35319.65625,42249.09765625,293789.5,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,METRO_MUMBAI,BrandC,BrandC_SKU2,175.83236694335938,10373.9765625,58.999237,58.999237,False,False,False,16645.337890625,308553.71875,162753.890625,85360.97,41086.875,40378.55859375,371934.53125,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,METRO_MUMBAI,BrandC,BrandC_SKU3,91.86084747314453,5761.8466796875,62.723637,62.723637,False,False,False,16645.337890625,224625.828125,128347.3828125,55308.715,31200.34765625,31322.69140625,244748.5625,71.439705,81.950264,0.3216748,0.4238845,35.08865,3.5468068,123.28456,5.0916829109191895,0.8853385,3.8326778
2022-07-04,NORTH,BrandA,BrandA_SKU1,149.68978881835938,16390.9453125,109.49942,109.49942,False,False,False,12463.1845703125,1822837.0,754563.1875,496169.9,200529.625,145232.484375,795667.220703125,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTH,BrandA,BrandA_SKU2,332.4016418457031,31508.359375,94.79002,94.79002,False,False,False,12463.1845703125,1683562.875,718495.0625,470198.84,190718.890625,156539.109375,795667.220703125,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTH,BrandA,BrandA_SKU3,257.4715576171875,25446.548828125,98.83247,98.83247,False,False,False,12463.1845703125,2122051.0,934078.0,578713.3,244686.9375,173429.578125,795667.220703125,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTH,BrandB,BrandB_SKU1,83.74213409423828,7179.8955078125,85.73815,85.73815,False,False,False,12463.1845703125,1356781.125,773822.25,346053.1,189369.765625,124580.9296875,795667.220703125,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTH,BrandB,BrandB_SKU2,299.2406921386719,25752.94140625,86.06096,86.06096,False,False,False,12463.1845703125,854132.0625,416354.125,250725.92,108343.421875,76273.140625,766509.875,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTH,BrandB,BrandB_SKU3,99.98905181884766,8550.7099609375,85.516464,85.516464,False,False,False,12463.1845703125,715060.8125,329466.625,197881.6,85681.484375,72600.0703125,598928.25,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTH,BrandC,BrandC_SKU1,76.65220642089844,4934.30859375,64.37269,64.37269,False,False,False,12463.1845703125,656051.0625,304992.15625,179020.4,78900.46875,54291.15625,499825.75,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTH,BrandC,BrandC_SKU2,139.57830810546875,7686.94384765625,55.072624,55.072624,False,False,False,12463.1845703125,855105.3125,384049.71875,235114.44,100321.390625,72256.734375,612041.0,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTH,BrandC,BrandC_SKU3,193.21788024902344,10831.998046875,56.061054,56.061054,False,False,False,12463.1845703125,685395.0,289246.875,209210.92,78770.46875,55563.015625,592808.5,75.12877,76.10512,0.31981194,0.3956618,46.647438,3.54244,119.734406,4.999985218048096,0.8742932,4.3272023
2022-07-04,NORTHEAST,BrandA,BrandA_SKU1,72.45431518554688,7313.4384765625,100.93863,100.93863,False,False,False,13616.5693359375,475297.9375,162574.6875,149227.69,47437.70703125,35984.23828125,373086.9375,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,NORTHEAST,BrandA,BrandA_SKU2,86.22041320800781,8776.85546875,101.79556,101.79556,False,False,False,13616.5693359375,770373.0625,310588.5,273452.03,89462.90625,60264.76953125,681352.5,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,NORTHEAST,BrandA,BrandA_SKU3,70.62496185302734,7496.97802734375,106.151955,106.151955,False,False,False,13616.5693359375,906483.9375,351725.125,265731.12,96918.1328125,62613.09375,645250.75,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,NORTHEAST,BrandB,BrandB_SKU1,63.865638732910156,4606.74560546875,72.131836,72.131836,False,False,False,13616.5693359375,621988.625,257125.5625,206715.03,72096.6171875,45374.515625,486698.34375,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,NORTHEAST,BrandB,BrandB_SKU2,128.32296752929688,10008.1591796875,77.99196,77.99196,False,False,False,13616.5693359375,353487.78125,129222.734375,122089.484,38053.49609375,27028.458984375,270534.28125,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,NORTHEAST,BrandB,BrandB_SKU3,26.414405822753906,2159.158203125,81.74169,81.74169,False,False,False,13616.5693359375,591000.5625,214922.9375,177730.47,60757.6328125,41080.55078125,445584.4375,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,NORTHEAST,BrandC,BrandC_SKU1,86.89041900634766,5022.97802734375,57.808193,57.808193,False,False,False,13616.5693359375,275057.15625,120199.0234375,97337.57,33773.5625,22089.166015625,257715.453125,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,NORTHEAST,BrandC,BrandC_SKU2,91.72631072998047,5692.1953125,62.056297,62.056297,False,False,False,13616.5693359375,171628.546875,68193.2734375,56456.05,19284.259765625,14184.607421875,146784.65625,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,NORTHEAST,BrandC,BrandC_SKU3,53.26964569091797,3050.7841796875,57.270596,57.270596,False,False,False,13616.5693359375,225279.75,89134.9921875,71349.34,24961.93359375,18107.765625,197090.34375,73.72534,76.223656,0.43481794,0.43091822,36.029922,3.2775545,115.3776,5.073940277099609,0.8556449,4.7297683
2022-07-04,SOUTH,BrandA,BrandA_SKU1,503.0269470214844,45710.4140625,90.870705,90.870705,False,False,False,17200.625,1476978.25,851751.1875,377621.06,208112.34375,159392.3125,795667.220703125,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,SOUTH,BrandA,BrandA_SKU2,380.9033203125,42164.44921875,110.69593,110.69593,False,False,False,17200.625,1957670.375,1063619.75,366688.9,249392.828125,183764.744140625,795667.220703125,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,SOUTH,BrandA,BrandA_SKU3,104.6302261352539,11068.0390625,105.782425,105.782425,False,False,False,17200.625,1695346.375,1053345.0,412741.78,251943.1875,178966.640625,795667.220703125,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,SOUTH,BrandB,BrandB_SKU1,331.8231506347656,26998.6015625,81.364426,81.364426,False,False,False,17200.625,1101821.875,599685.9375,254020.64,145339.25,97445.890625,795667.220703125,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,SOUTH,BrandB,BrandB_SKU2,442.922119140625,34587.98828125,78.09045,78.09045,False,False,False,17200.625,1195766.25,835748.8125,299608.53,197110.609375,131078.03125,795667.220703125,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,SOUTH,BrandB,BrandB_SKU3,396.56719970703125,29657.408203125,74.78533,74.78533,False,False,False,17200.625,1147593.625,788252.6875,272127.1,184863.25,111359.125,795667.220703125,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,SOUTH,BrandC,BrandC_SKU1,159.2626953125,9793.4609375,61.492496,61.492496,False,False,False,17200.625,661890.875,450203.1875,170245.95,107065.234375,61032.046875,572781.125,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,SOUTH,BrandC,BrandC_SKU2,449.8619384765625,29148.671875,64.7947,64.7947,False,False,False,17200.625,539322.4375,265485.28125,124760.23,65573.078125,48644.31640625,478650.0,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,SOUTH,BrandC,BrandC_SKU3,457.99139404296875,26084.869140625,56.954933,56.954933,False,False,False,17200.625,447243.65625,237737.015625,105656.14,58113.01953125,40935.5546875,414741.875,70.88179,79.2647,0.3673012,0.43582496,43.899918,3.5379548,114.56177,4.94686222076416,0.96956503,5.3169045
2022-07-04,WEST,BrandA,BrandA_SKU1,167.46229553222656,17985.900390625,107.40269,107.40269,False,False,False,13856.8779296875,1051134.75,446858.15625,223055.69,111677.203125,73560.2421875,795667.220703125,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-04,WEST,BrandA,BrandA_SKU2,206.7288818359375,20227.013671875,97.843185,97.843185,False,False,False,13856.8779296875,857043.125,322044.46875,185088.03,82917.6953125,57029.2109375,602398.875,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-04,WEST,BrandA,BrandA_SKU3,166.8790283203125,16605.060546875,99.50358,99.50358,False,False,False,13856.8779296875,1429409.25,452869.0,248239.25,115397.7265625,93950.1875,795667.220703125,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-04,WEST,BrandB,BrandB_SKU1,132.69410705566406,11310.4951171875,85.23736,85.23736,False,False,False,13856.8779296875,913340.0625,319711.6875,174036.31,81345.96875,61859.09375,696558.375,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-04,WEST,BrandB,BrandB_SKU2,304.2396545410156,21825.646484375,71.738335,71.738335,False,False,False,13856.8779296875,991744.9375,381739.6875,227015.4,99049.4765625,69325.546875,794654.4375,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-04,WEST,BrandB,BrandB_SKU3,96.33901977539062,7706.7646484375,79.9963,79.9963,False,False,False,13856.8779296875,628345.4375,240260.140625,117048.31,59756.859375,44742.265625,417394.96875,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-04,WEST,BrandC,BrandC_SKU1,346.3004150390625,19431.310546875,56.111137,56.111137,False,False,False,13856.8779296875,506224.09375,182490.40625,99341.97,46432.27734375,31619.7421875,378654.15625,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-04,WEST,BrandC,BrandC_SKU2,447.2156677246094,27753.970703125,62.05948,62.05948,False,False,False,13856.8779296875,495618.34375,185264.0625,103555.125,47408.328125,33076.80859375,381669.59375,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-04,WEST,BrandC,BrandC_SKU3,182.1354217529297,10887.8408203125,59.77882,59.77882,False,False,False,13856.8779296875,621455.0625,222149.0,127893.07,57219.109375,42458.12890625,454245.625,77.036606,82.74318,0.4216064,0.38261312,47.236317,3.5689137,117.83199,5.001718044281006,1.0621121,5.0302057
2022-07-11,CENTRAL,BrandA,BrandA_SKU1,179.01248168945312,17783.6640625,99.34315,99.34315,True,False,False,71092.1484375,897288.25,612244.75,429193.28,165368.28125,125728.828125,795667.220703125,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,CENTRAL,BrandA,BrandA_SKU2,322.61279296875,33135.43359375,102.7096,102.7096,True,False,False,71092.1484375,419687.40625,247236.3125,144005.72,63847.83203125,52415.1328125,502617.78125,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,CENTRAL,BrandA,BrandA_SKU3,361.470703125,33591.2421875,92.92937,92.92937,True,False,False,71092.1484375,610590.375,370335.21875,239581.02,98025.1484375,77840.625,691244.1875,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,CENTRAL,BrandB,BrandB_SKU1,367.8441162109375,30168.771484375,82.0151,82.0151,True,False,False,71092.1484375,552188.1875,339428.125,235428.39,91428.4609375,69320.5625,519510.03125,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,CENTRAL,BrandB,BrandB_SKU2,301.4425048828125,21810.615234375,72.35414,72.35414,True,False,False,71092.1484375,637920.5625,407802.84375,252314.67,106792.03125,83741.078125,721659.125,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,CENTRAL,BrandB,BrandB_SKU3,81.11158752441406,7088.45361328125,87.39138,87.39138,True,False,False,71092.1484375,417184.25,274766.21875,199069.52,74860.1953125,55957.78515625,498422.34375,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,CENTRAL,BrandC,BrandC_SKU1,200.6791534423828,11187.052734375,55.745964,55.745964,True,False,False,71092.1484375,276266.40625,162946.75,104426.22,43031.97265625,33629.53125,256579.65625,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,CENTRAL,BrandC,BrandC_SKU2,263.84295654296875,14341.5634765625,54.35644,54.35644,True,False,False,71092.1484375,254696.265625,149927.640625,108251.48,40810.67578125,33211.66796875,269036.03125,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,CENTRAL,BrandC,BrandC_SKU3,256.20574951171875,15692.322265625,61.248905,61.248905,True,False,False,71092.1484375,336059.03125,235391.125,137697.62,60847.984375,44561.7421875,396695.4375,67.77396,62.534973,0.339841,0.43563476,39.02837,2.8618696,121.348854,5.1722917556762695,1.180806,4.8858895
2022-07-11,EAST,BrandA,BrandA_SKU1,205.46578979492188,21571.515625,104.98836,104.98836,True,False,False,75937.578125,1112018.875,534235.125,215594.05,128406.4375,86146.3515625,795667.220703125,70.25401,68.611565,0.37751934,0.43847275,38.924515,3.5196266,119.974205,5.018128395080566,0.94133735,3.4130373
2022-07-11,EAST,BrandA,BrandA_SKU2,314.9181213378906,31154.876953125,98.93008,98.93008,True,False,False,75937.578125,862804.0,415734.9375,149249.14,98071.8984375,63653.2578125,736665.6875,70.25401,68.611565,0.37751934,0.43847275,38.924515,3.5196266,119.974205,5.018128395080566,0.94133735,3.4130373
2022-07-11,EAST,BrandA,BrandA_SKU3,231.3266143798828,22096.802734375,95.52209,95.52209,True,False,False,75937.578125,790293.875,420713.375,123449.73,96487.6484375,54262.69140625,613860.875,70.25401,68.611565,0.37751934,0.43847275,38.924515,3.5196266,119.974205,5.018128395080566,0.94133735,3.4130373
